std,samp.depth
1.1031242958518208,1
0.8987366804841521,1
0.9752080899729628,1
1.4052203455361572,1
0.6413801039925888,1
0.8510092465541326,1
0.9747141234940386,1
0.7067937985885118,1
1.4605141971000075,1
0.5769157060526404,2
1.2261862801808987,2
1.1647309696582382,2
1.2767479464067182,2
1.0257953867505696,2
0.8188866826734693,2
0.6264663256157529,2
1.0246003892567817,2
1.0743560050191656,2
1.1362935317359317,2
1.0742667340448826,2
1.1113404274333945,2
1.3234117566551076,2
0.8384956647060857,2
0.7858591917608581,3
1.2084927946999273,3
0.5331147183316819,3
0.8777510991591296,4
0.8667078584733398,5
1.0186441755432556,7
1.1880583318428941,7
0.9620579886063026,8
1.115160979880103,10
1.0753698808790382,10
0.9737130043287071,10
1.0613813906705714,11
0.9424149580349533,12
0.8505264754569326,12
1.0877908367937064,12
0.9353149359465444,14
0.9955779480340945,15
1.0263961973318745,16
0.9201638647716831,18
0.9068855509302605,21
1.0769699682089042,23
0.9552959400408702,27
1.0488502605266914,27
1.0148312774313852,31
0.9025354320099779,36
0.9707069557477696,41
1.1147455990156216,41
0.9883256454666972,49
0.7783648089498438,51
1.1271013441011903,52
1.1944785745929971,53
1.2623402384039017,61
0.9649833611657362,63
0.7745231192686443,69
1.0898002121254662,69
1.091543775694985,72
0.9857322091748046,81
0.740779273114895,86
0.5310343684734576,88
0.8947553232916383,89
1.1708040660631533,90
1.133905737104808,93
1.2309239406808905,98
1.0220562178376622,99
1.1429724965767099,100
0.849084473644503,100
0.8733371650586553,103
1.15555439057029,105
1.137597172913907,108
0.7347003061213487,112
1.0941558335782422,114
1.030888395418166,118
1.0718318442002837,122
0.7119333388000072,124
0.8964621246354998,125
1.0599060549352035,127
0.7734950619239209,128
1.1738786208995051,128
0.9464024875850628,128
0.915468241876858,134
1.0400489325182194,134
1.2599368776891366,134
1.0776746570483644,137
0.9163083193159803,139
0.8658002202693329,139
0.9599137471933968,139
0.829618575979534,140
0.9008513611282134,142
1.0236633354592943,143
1.080564919176486,143
1.224567969376212,144
0.9011474175106058,144
0.8437427523715902,144
1.0062998288398968,144
1.0443002645086656,145
0.9255462567639676,145
1.0046645369896152,145
1.2414796333063478,145
0.9360314258380664,146
1.132832678913076,145
1.0750941569914563,145
1.3619937255195964,145
0.6486187374276347,145
0.8115288499745547,145
0.4093168893581943,145
0.5721219067338914,145
0.9214614785650561,145
1.252329014647313,145
0.9808467359962659,145
1.3993944238541114,145
1.142716238044456,145
1.2062521214950408,145
1.1984666362636458,144
0.5837281101031765,144
0.6845407696018403,144
0.6179540134269712,144
1.0677108595114728,144
1.2965243838223661,143
1.1539829442173046,139
1.1280555730147597,138
0.6340174221939364,138
1.4182061791519789,132
0.8391146388169856,131
0.7093956004788109,130
1.03288833357241,104
1.104393008204001,100
